track_name,track_id,duration_ms,album_name,release_date,label,album_popularity,album_id,artist_id,duration_sec
Count On Me,46jSccQPzESIwVU1Z9gu2X,271560,Undercover Lover - Voices Of Love,2021-06-01 00:00:00 UTC,Compose Records,1,2thlSPcBU35k0NKWqsciXE,3f1EELtabmL9U8Ewb1APnU,271.56
Open Arms,1TfWXI12Oz4j9pET49nPUv,206733,Undercover Lover - Voices Of Love,2021-06-01 00:00:00 UTC,Compose Records,1,2thlSPcBU35k0NKWqsciXE,3f1EELtabmL9U8Ewb1APnU,206.733
Sinking (Live),7BKdfnQZ8vqfAa8zflMe3H,287232,Live Album,2014-04-29 00:00:00 UTC,AB & FAM,5,3Iu4cBugKsfxugoLxB4JU9,5xrNXxrYWLRWFFB31jRFC5,287.232
Blue Whale,5XQPcNM6X3Sjw0cz7RaUZ8,140944,Abyssal Life,2020-12-21 00:00:00 UTC,Aqvaverde,6,3er5o4g6shHC6zXoSR9Suk,2DEDRigyf1zc55eR3NCe2I,140.944
On With The Doubt,1JUgjbVubK56vVbyJ3iFDR,226559,Lost When Waking,2021-09-17 00:00:00 UTC,Tinarc,2,4x8mG4eSmYxRJZq8jraatJ,2WkIXfE6qfBBj3KcNmLKLz,226.559
How To Confess,4TgcEL0NP3ONAOoZxAkOv5,235109,Lost When Waking,2021-09-17 00:00:00 UTC,Tinarc,2,4x8mG4eSmYxRJZq8jraatJ,2WkIXfE6qfBBj3KcNmLKLz,235.109
A Big Country,6VlWaD1PERolcjAMru48wl,203350,"Positive Pop/Rock, Vol. 3",2013-12-06 00:00:00 UTC,Sonoton Music,0,4yx5TdFUq7LY95yn38uwyJ,39UVAtgFA0ljtXLf75MskA,203.35
Summer Party,4eyHetRMWzjQhajUnKuHKP,183288,"Positive Pop/Rock, Vol. 3",2013-12-06 00:00:00 UTC,Sonoton Music,0,4yx5TdFUq7LY95yn38uwyJ,39UVAtgFA0ljtXLf75MskA,183.288
My Fault,7hHJ3fAjEg4PjWWUg9v78m,275285,Mistrust,2022-10-31 00:00:00 UTC,FLAT FISH MUSIC,1,5JqoeoWEYYuSl6YhjUqKgO,3XCxSaUudPre8Udnr6pDsd,275.285
Recondite,12aNJj4DfDLsDICFpgXtvW,327326,Mistrust,2022-10-31 00:00:00 UTC,FLAT FISH MUSIC,1,5JqoeoWEYYuSl6YhjUqKgO,3XCxSaUudPre8Udnr6pDsd,327.326
6 Rings,1jxDU4FOAGO6w8OvmYRBVA,139728,Abstract'S Soul Food,2020-07-10 00:00:00 UTC,Beam2k20,0,5NvOpooTSdEPBeSJerhyCa,5ji1tH7Y6MvWvFPd9NXzU5,139.728
Hear Me,0ud68gx2cF8U7cv4UZm2RI,193227,Abstract'S Soul Food,2020-07-10 00:00:00 UTC,Beam2k20,0,5NvOpooTSdEPBeSJerhyCa,5ji1tH7Y6MvWvFPd9NXzU5,193.227
Want Me,0xVzRCp9xTo64DxJiMaOHm,121887,Abstract'S Soul Food,2020-07-10 00:00:00 UTC,Beam2k20,0,5NvOpooTSdEPBeSJerhyCa,5ji1tH7Y6MvWvFPd9NXzU5,121.887
In Het Bos / Eekhoorn / Een Koetje En Een Kalfje / Schaapje / Lammetje /Schaap En Koe ...,5QuCvko8MTTPNTnr89sfoh,194200,De Allerleukste Schoolliedjes,2014-07-16 00:00:00 UTC,EP,2,5yOlTL3d9ltDsOrXzgi5ly,1lN5gAL0n7IogS7xyqnvrx,194.2
Aan Tafel / Smakelijk Eten / Annepannepom,2h6T8f4iaSJkvq0Gykm77P,75640,De Allerleukste Schoolliedjes,2014-07-16 00:00:00 UTC,EP,2,5yOlTL3d9ltDsOrXzgi5ly,1lN5gAL0n7IogS7xyqnvrx,75.64
Media Jack Pirates,71Dm5LbKLJF07VWbVJ28tQ,172973,Kool Stuff 2,1995-11-22 00:00:00 UTC,Sony Music Direct (Japan) Inc.,2,6DUoIl3LVmIylUzZDgLCat,5QfeMq7GkMOUISRDSkamuY,172.973
Jumpin' Flash,3VtaSYmR2NQXKzGpCNdJwz,291800,Kool Stuff 2,1995-11-22 00:00:00 UTC,Sony Music Direct (Japan) Inc.,2,6DUoIl3LVmIylUzZDgLCat,5QfeMq7GkMOUISRDSkamuY,291.8
El Dragón Negro,4Vh48i4t861HPn3VYgN9Eq,324933,Tango,2007-03-31 00:00:00 UTC,Saiko Records,3,6EdX58yvg4jyeDcjoXBFVJ,4ccDfROQihPWNkGqLPFTt0,324.933
8X,6AsFSzhGugyKupZBH3TuOe,173975,Remixed (School),2019-01-04 00:00:00 UTC,1046824 Records DK,3,6P1yttFQZflLuZbNCV32dh,7IAh2sciwfZL1V2xwNDorc,173.975
The United States,3imQ2abcHi7TtmVYkST2rQ,172564,Remixed (School),2019-01-04 00:00:00 UTC,1046824 Records DK,3,6P1yttFQZflLuZbNCV32dh,7IAh2sciwfZL1V2xwNDorc,172.564
Soul On Kerosine,4UtDvxpTjQyIAOXMLx28QT,221626,Anthems For The Underachievers,2002-01-01 00:00:00 UTC,Angelika Köhlermann,0,6RLbjrgJkn6Gw9xWqhrlUE,57mfiwJDPFAM39kzhYyIeT,221.626
Strom,0PYY2stSuR8x5fuX0VBd00,553466,About My Soul And My Mind,2021-04-09 00:00:00 UTC,Beatchain,0,6VdM3hW6Ku3us5VRXBH3Xn,5hBtacGrnKmOjXIuq41f4g,553.466
Kickin’ Brass,7uPdVKx2Urqudc2JSbNMDA,171008,Orchestral Underscores,2020-04-14 00:00:00 UTC,Extreme Music,2,6dmX2e26qQu8ne9O9DQUDC,0LyfQWJT6nXafLPZqxe9Of,171.008
Next,1JGjM08YicRL8Ep7XrSrl4,222235,Process,2019-11-16 00:00:00 UTC,AnB/Rise Motive Records,2,6mcF0PVqkEnSHmEKQBkZCa,52g893xwjUoegC3Xs0qcd1,222.235
Explain,6s9hP8inQgXi5jt2r9tyN9,208111,Process,2019-11-16 00:00:00 UTC,AnB/Rise Motive Records,2,6mcF0PVqkEnSHmEKQBkZCa,52g893xwjUoegC3Xs0qcd1,208.111
El Dragón Negro,0MCKNkEcF9dXmOIuSY6UYI,410413,Live Acoustic,2009-03-20 00:00:00 UTC,Saiko Records,1,7HEJ0K7PnCxTCpIrHl2IQF,4ccDfROQihPWNkGqLPFTt0,410.413
Sirènes,0BfYwMdy6VFFMhJ6r10wTz,332133,Live Acoustic,2009-03-20 00:00:00 UTC,Saiko Records,1,7HEJ0K7PnCxTCpIrHl2IQF,4ccDfROQihPWNkGqLPFTt0,332.133
Tango,25Wxa67EH4V9AJnZA2fKkg,291186,Live Acoustic,2009-03-20 00:00:00 UTC,Saiko Records,1,7HEJ0K7PnCxTCpIrHl2IQF,4ccDfROQihPWNkGqLPFTt0,291.186
Roots Bloody Roots,6C1JfGlp3fxJqaaD2h92qZ,336013,Live Acoustic,2009-03-20 00:00:00 UTC,Saiko Records,1,7HEJ0K7PnCxTCpIrHl2IQF,4ccDfROQihPWNkGqLPFTt0,336.013
Yassoul - Reprise,3qbgmcfZdpy2S7sai2Rvns,352000,Back To Fundamentals By Yass And Abicahsoul: Yassoul,2009-05-24 00:00:00 UTC,SSOH,0,7KSupYdC9VuT44wmpkQFWb,1mChelK5fqmS7lxluoXP9C,352.0
Yassoul - Klement Bonelli Mix,6URzj7BSoqxaS0hGz8LKOR,421354,Back To Fundamentals By Yass And Abicahsoul: Yassoul,2009-05-24 00:00:00 UTC,SSOH,0,7KSupYdC9VuT44wmpkQFWb,1mChelK5fqmS7lxluoXP9C,421.354
Dawn,5khknipiIjHo1Ay73fMQyd,272393,Love Songs And Other Fairy Tales,2014-04-23 00:00:00 UTC,Hot Club of Flatbush,0,00Ox7b1Ur0KRZow9ipgUdT,6dampjKSBqfCEY8cWMx23k,272.393
La Foule,5hwDUAjDeKpvuOqfIVBnhc,226836,Love Songs And Other Fairy Tales,2014-04-23 00:00:00 UTC,Hot Club of Flatbush,0,00Ox7b1Ur0KRZow9ipgUdT,6dampjKSBqfCEY8cWMx23k,226.836
Douce Ambiance / Bye Bye Blackbird,0mBdsFHVikbdkwM1wCr8Iw,240411,Love Songs And Other Fairy Tales,2014-04-23 00:00:00 UTC,Hot Club of Flatbush,0,00Ox7b1Ur0KRZow9ipgUdT,6dampjKSBqfCEY8cWMx23k,240.411
Are We There Yet?,3s0Yb57H3EjMqeCXu18nI5,172586,Classroom & Party Songs,2007-10-16 00:00:00 UTC,School Bus Melodies,11,015sDowof7AXgSxfMBDXTg,31vTa82ODSyNiITX9E3y7g,172.586
Macaroni & Cheese,6IuC9AXYo1LCn7umpY2JxP,214666,Classroom & Party Songs,2007-10-16 00:00:00 UTC,School Bus Melodies,11,015sDowof7AXgSxfMBDXTg,31vTa82ODSyNiITX9E3y7g,214.666
Hope,2h0LPOWJpU2QXaNFSuWe6q,188001,To Soulful Healing,2021-03-01 00:00:00 UTC,A.B.O,1,02cF4WLnHHU3zCw1RjfZFT,5F0Co1ZpcDdklEiuoPNHnn,188.001
Doors Up,0qV8uGEVCPIBC00s6RpoXE,229825,Disco Absolute (Soulful House And Deep Tools),2013-09-13 00:00:00 UTC,Unistory Music,3,071CKXD4Du7ihY3ajcnCWC,4W8zDCD8DHJNntc7cZ3VES,229.825
Enlarge Positive Energy - Original Mix,1Q1g19CyHhLiPNtYEJt0jG,141176,Moonlit Horizons - Soulful Abundances,2020-05-01 00:00:00 UTC,Beauty & Grace,20,0AldtCRfloEwIMJkRPeryy,7x33McbDcLOdJibAaJ7OMf,141.176
Dulce De Leche,3taKrKLhRxnwbYTb3ZxIvW,217853,Kings Of The Soul Punk Swing,2007-01-01 00:00:00 UTC,Vaguely Profound,0,0TLYardt9wc92202oaM1nx,1XHYEVBFUzzXeZfdgs1j72,217.853
Bay Area Blues,4Rda3yqiaZY4kBgmGBotL0,431826,About The Soul,2006-05-02 00:00:00 UTC,Swing Records,0,0qjYUQql8pz6LTXCp7NR0V,7bYkS5cBqsFAYX6BkGfIuh,431.826
Till There Was You,6q9hRoQhf5dZCL6FdZ13kO,385800,About The Soul,2006-05-02 00:00:00 UTC,Swing Records,0,0qjYUQql8pz6LTXCp7NR0V,7bYkS5cBqsFAYX6BkGfIuh,385.8
My Bestfriends Girl,5oGweRUwu08ixe1sQlK4rS,232586,Gameface,2007-01-23 00:00:00 UTC,Universal Philippines,37,0upzjL3KMPH1JZtlFOZt4K,3z0IVhtuFvt9VYUZGT98PU,232.586
Sky,16swIjpDJoYScFlhNSoJKw,231853,The Flat Black Chronicles,1998-03-31 00:00:00 UTC,Caulfield Records,0,10QqBdrPtFhRhcHW8fKkIx,5LMUqcBh1sXY6vbkzeOY6O,231.853
Simple Word,2mGrJKIRkkOC8wBK7d2qtv,696573,The Flat Black Chronicles,1998-03-31 00:00:00 UTC,Caulfield Records,0,10QqBdrPtFhRhcHW8fKkIx,5LMUqcBh1sXY6vbkzeOY6O,696.573
Underwhelmed,2xuBxMijKBm6p3hKFBeYMb,238226,The Flat Black Chronicles,1998-03-31 00:00:00 UTC,Caulfield Records,0,10QqBdrPtFhRhcHW8fKkIx,5LMUqcBh1sXY6vbkzeOY6O,238.226
Breakin' Up,5KhKYjdr8RS3Xf496v1COQ,179693,Flathead Woman,2016-01-08 00:00:00 UTC,Blue North Records,1,1A9uI55mFRu3EFcMid5xCC,3JS5xrzLQgv1PjIYyTb4xD,179.693
Dopa Smoka,58NXZjAhfKzgwyOS6jOzyi,248146,Flathead Woman,2016-01-08 00:00:00 UTC,Blue North Records,1,1A9uI55mFRu3EFcMid5xCC,3JS5xrzLQgv1PjIYyTb4xD,248.146
Left Alone,5Xv6K7p2fzMjUGI5GvyCfS,213806,R.I.P (Twelve Funeral Songs),2022-11-04 00:00:00 UTC,Igloo,4,1Fz3KICR8QiKoF9J2gOCxI,5VNvN4wnuaUAUEo0I5Yz5z,213.806
He Naath Ab To,4leAjF8rjCOqWu92kP9b2l,469482,Ab Soump Diya,2013-03-20 00:00:00 UTC,Times Music,5,1HUKUhGmbVWYnv8zlMF6vI,0LyfQWJT6nXafLPZqxe9Of,469.482
Ek Baar,4lsI3XPAqQeNWoVhl5EBXh,324172,Ab Soump Diya,2013-03-20 00:00:00 UTC,Times Music,5,1HUKUhGmbVWYnv8zlMF6vI,0LyfQWJT6nXafLPZqxe9Of,324.172
The House Of The Rising Sun - Radio Edit,41XdzisgB2n5GI3hnMcraC,162951,Session Folk Rock #1 (Radio Edit),2022-12-29 00:00:00 UTC,JAY RECORD,0,1mOlyrKLKE2pJqmIHEUMTi,0NXrycBiXx8pi8yxU2ZaMY,162.951
Jim Dandy,3odEmDp5Ms0G0l5mOlpAt3,149089,School'S Out - Music From Dazed & Confused,2014-08-08 00:00:00 UTC,Countdown Media,1,1vuQ0IqwfY4Bv8yfGrznqx,1M2Yk2Ytt4GTZ3aEc2lUcO,149.089
Hourglass,4vD0nfHPHuG3Dcg4DBFMqr,435570,Flatbed Buggy,2018-10-26 00:00:00 UTC,Greenleaf Music,2,26EQp8S3YkCRMEiMuSYXcU,0ILg6S11FRLlqKHKOfTJyY,435.57
Bed Bobbin',1bccUXjUf97CZpoDBcPLTy,35603,Flatbed Buggy,2018-10-26 00:00:00 UTC,Greenleaf Music,2,26EQp8S3YkCRMEiMuSYXcU,0ILg6S11FRLlqKHKOfTJyY,35.603
A Soulful Ride,5Er5t8KkPrIoVfxZmmVJZX,206471,Soulful Expressions,2012-04-14 00:00:00 UTC,Shoo Bop Music Publishing,0,296QRDjRGYs214O9FsKUKC,2HqiEPCpp31zYzq6PJJuAb,206.471
Like Iron,3WynuHqefzVtTalEwHYVaw,295680,Moving,2018-10-05 00:00:00 UTC,Under Changeover,0,2JO0XqFXCiqWUOKaMskpht,7AeLNxCf7NKiD3h1Q1tUTC,295.68
Illusions Garden,1pUtRcs6feR4IfMLVRddei,171906,Perfidia,1999-01-01 00:00:00 UTC,Subterfuge Records,5,2uAU3BfkpxJ768gTyMBgjA,3pXz9pUn23TN919BNtwejn,171.906
Tumi Shorger Thikana,6TOBtOPodZRtzHIzbqRumP,267755,School Khuilasere Mawla,2018-01-21 00:00:00 UTC,Doyel products,1,3DffXJhwUrUCB0a8OJC4Jc,3JggjrS7DS0n5rPUecPIig,267.755
Jay Jazz,4RA7JHw5Sp3oFjYxjuOx4n,95773,Jay Rocks The House (Crawl In The Web),2011-12-14 00:00:00 UTC,Jay Richardson,0,3Tu9rRHiQaNdhav7Lq647q,5SwzcdO5bAs4A3UbtOXMPN,95.773
In The Pines,48mRi4EHoKz3GlmepUvXPG,262280,Flatpicking Bluegrass,2009-04-21 00:00:00 UTC,FGM Records,4,3Tx7fHcFsTBzVPY5gCl1e6,0LyfQWJT6nXafLPZqxe9Of,262.28
When The Golden Leaves Begin To Fall,1AsVUT9vcQfYZiPvdch1nv,268653,Flatpicking Bluegrass,2009-04-21 00:00:00 UTC,FGM Records,4,3Tx7fHcFsTBzVPY5gCl1e6,0LyfQWJT6nXafLPZqxe9Of,268.653
Six White Horses,3MRrOBlrQt8SH33uNSsu5A,198813,Flatpicking Bluegrass,2009-04-21 00:00:00 UTC,FGM Records,4,3Tx7fHcFsTBzVPY5gCl1e6,0LyfQWJT6nXafLPZqxe9Of,198.813
Killer To The Core,5pmD3PLKdChqe4IHKbq2ft,118413,Destructive Sounds,2008-09-01 00:00:00 UTC,Kong Tiki Records,1,3Z23FCZhg6w2ge08W8GsBw,3gPosY5XOfomaC4uoqcjGC,118.413
Punky Brewster,354pw9y81CAySnIBcnDuYM,126315,Hip Hop Underscores,2020-12-02 00:00:00 UTC,UPM-US,12,3odXhsPrKteEil8T31iGvH,0LyfQWJT6nXafLPZqxe9Of,126.315
Two Pair,3bK3xwdmNTR4RX8QJ26O0g,242153,Never Better,2023-08-22 00:00:00 UTC,5768736 Records DK,1,3yi14MSI21K0fHtfxdmi1K,6blgins1r4v8oKhiExAPax,242.153
Strawberry Wine,692QgKShQndn4QmcrlmMXV,119493,Acoustic Underscores,2011-11-17 00:00:00 UTC,FirstCom Music,3,48jAGvejrR3OWjSFhqLQbk,4mGXkNQ2oOMSgZunsWL3a7,119.493
Creek Side Sun,3T2Np3EGmnKreQirSROH7I,135493,Acoustic Underscores,2011-11-17 00:00:00 UTC,FirstCom Music,3,48jAGvejrR3OWjSFhqLQbk,4mGXkNQ2oOMSgZunsWL3a7,135.493
Sunny Daze,6vo2knPgfoe3bvTj1qAVBJ,127000,Acoustic Underscores,2011-11-17 00:00:00 UTC,FirstCom Music,3,48jAGvejrR3OWjSFhqLQbk,4mGXkNQ2oOMSgZunsWL3a7,127.0
John The Revelator,3LNuJBQLA5p3GbhQdf6myX,84767,Les Héros Du Mojo,2023-10-02 00:00:00 UTC,Schoolconcerten,1,4FRifwQXd5Vg0RIl7N3M9z,3UwG4hSRabVBVRFnNJJrDR,84.767
Personne Ne Peut M'Arrêter,0ILEosYvVTvaYdZNwVWPyX,159146,Les Héros Du Mojo,2023-10-02 00:00:00 UTC,Schoolconcerten,1,4FRifwQXd5Vg0RIl7N3M9z,3UwG4hSRabVBVRFnNJJrDR,159.146
Action,6dzJjSklR107hKg48pVoGq,205714,B-Boy State Of Mind,2019-11-08 00:00:00 UTC,PW Records,9,4I4y24UCejDdBhQWuK5Ur9,1l4YSFn1F3fHl1rgOElb0F,205.714
Raw,2jyFlC4ZwNQcYRlr3Dt4yw,204500,B-Boy State Of Mind,2019-11-08 00:00:00 UTC,PW Records,9,4I4y24UCejDdBhQWuK5Ur9,1l4YSFn1F3fHl1rgOElb0F,204.5
School Of Hard Knocks,7H09jqQjE5P4LngVDsF7rT,177357,School Of Hard Knocks,2017-01-01 00:00:00 UTC,Murcia Finest,1,4T1ts2SHb28Y08UyZDju4Q,4lkLnoUqxhkyo5Wmi2444x,177.357
Aaliyah,0OUck9MHPnfWdi57vBJfjH,225643,School Of Hard Knocks,2017-01-01 00:00:00 UTC,Murcia Finest,1,4T1ts2SHb28Y08UyZDju4Q,4lkLnoUqxhkyo5Wmi2444x,225.643
Coaltown,6uvSqxtlIFCYIQKD3sCasL,161219,I Represent A Nation Of Underachievers,2009-11-05 00:00:00 UTC,Rec Music / Frooki Music,0,4WfeqU6BLpmBkxlOnWf8es,6zqz0R8agnimKGLiC7XvJD,161.219
If You Like It Hot,6Mw11uvOrLH8jSKp5pySDk,164048,That'S Rock N Roll,2018-08-06 00:00:00 UTC,940165 Records DK,0,4ZPJBmnKoQt8JSs9XqnH1s,3Q8fv6ZYqiWwvThSI7yVID,164.048
All About Me,1YiIZAeQvnA52l3hvvI14y,213289,That'S Rock N Roll,2018-08-06 00:00:00 UTC,940165 Records DK,0,4ZPJBmnKoQt8JSs9XqnH1s,3Q8fv6ZYqiWwvThSI7yVID,213.289
Sell Me A Fren,6deS2lsipxcdGbsS8Vr5Wp,160915,School Fee Riddim,2011-10-04 00:00:00 UTC,Subkonshus Music,1,4fZFju6DoRBQ2bRsPDU5Mp,0LyfQWJT6nXafLPZqxe9Of,160.915
Come Back,6GsiJ3lbtUaXH8gO58g1Lg,306074,Faded,2022-03-18 00:00:00 UTC,Rise Motive Records,4,581OhqTxqy32zZI50vhXjq,52g893xwjUoegC3Xs0qcd1,306.074
03:18:00,3D740kRuQhZiI6QCA2iCdY,161026,Bare Your Soul,2014-01-31 00:00:00 UTC,Lawn Daisy,0,5rJgaBEbqYv5CprToWHXxm,2jDwWJkX6uqKtbl6BlYyjh,161.026
Love Lawn Daisy,7nTPdMlvEfLpoKxAG8YEiK,183733,Bare Your Soul,2014-01-31 00:00:00 UTC,Lawn Daisy,0,5rJgaBEbqYv5CprToWHXxm,2jDwWJkX6uqKtbl6BlYyjh,183.733
Storm In The Staff Room,5Hf1BGRhLBOwmi44tm6hJ2,284160,School,2006-01-01 00:00:00 UTC,Cherry Red Records,6,5zuUDCvxkFdVg7LxbUIJQB,0ey1XoGv9eqeTOrYJ25SJv,284.16
The Headmaster'S Song,5117g3rjt37uAs1xvATLJD,214920,School,2006-01-01 00:00:00 UTC,Cherry Red Records,6,5zuUDCvxkFdVg7LxbUIJQB,0ey1XoGv9eqeTOrYJ25SJv,214.92
The School Is Not The Building (It'S The Children),5kFTiU6MmyJpFcek1xdUPV,152800,School,2006-01-01 00:00:00 UTC,Cherry Red Records,6,5zuUDCvxkFdVg7LxbUIJQB,0ey1XoGv9eqeTOrYJ25SJv,152.8
River Dawn,4IrcKbMsygR81KUrKDgLCG,271560,The Undershore,2004-01-01 00:00:00 UTC,"River Dawn Productions, LLC",2,723AddVTC2AwW2wn2PtDtN,04TDY4j03hFURbRxsHs8xa,271.56
Szólj,2aHESwtM834o4zNBySFdGo,218000,Fltbnd,2017-06-22 00:00:00 UTC,Self Release,1,7AzFYzIqSeAlfvFloqeJMo,7kIPZaVGskaDmqEx2nedyC,218.0
Omg,2gkSUWLfoAj9ygLcgHqQQ4,209175,Fltbnd,2017-06-22 00:00:00 UTC,Self Release,1,7AzFYzIqSeAlfvFloqeJMo,7kIPZaVGskaDmqEx2nedyC,209.175
More Precious Than Silver,4MhLAClW63tuTFuS6fWxt5,289335,Worthy: Meditations On The Lamb Of God,1999-01-01 00:00:00 UTC,Integrity Music,3,7nXQzvpmfL4k8hHELgpR0U,4wE1yK5amPtp1a9OvEkOvd,289.335
Mighty Is Our God,0caKb5zhLK8oL2XFWB75yo,161557,Worthy: Meditations On The Lamb Of God,1999-01-01 00:00:00 UTC,Integrity Music,3,7nXQzvpmfL4k8hHELgpR0U,4wE1yK5amPtp1a9OvEkOvd,161.557
I.Am.Filipino. (Radio Version),7JBdAvH62qIF4D5Fzzkf59,158906,Musicphiliac,2010-08-30 00:00:00 UTC,Introverse Records,5,7vDG3HW9cv5gxDEehadyfX,3X3E008qSYNV7uYEhOYqzQ,158.906
Music (Radio Version) [Feat. Dutch],59dZsvxXlgWnYWG82sGV4r,260640,Musicphiliac,2010-08-30 00:00:00 UTC,Introverse Records,5,7vDG3HW9cv5gxDEehadyfX,3X3E008qSYNV7uYEhOYqzQ,260.64
Pigs,7MfKa8MBsKYIMOBagY26Qj,138400,Smash The Octopus!,2003-01-01 00:00:00 UTC,Koolarrow Records,2,08Cs2OSQirRWsC4OUpjrb7,7LsFIZ7mINHwwy6YZEaJYT,138.4
Napalm,3WpcNlLt8qrx5ihnjkt2fw,122053,Smash The Octopus!,2003-01-01 00:00:00 UTC,Koolarrow Records,2,08Cs2OSQirRWsC4OUpjrb7,7LsFIZ7mINHwwy6YZEaJYT,122.053
Sherry Flip,57u3USp393rX2WtobRHGne,198720,Flatland Boogie,2000-01-01 00:00:00 UTC,"Hi-Style Enterprises, Inc.",1,08kJRfomfkYlgjnlPSr5aE,3SQLfVTpkQNXKRueLBRDcs,198.72
Rockin' On A Sunday Night,3CAcQ1U8wR7fN8pUWwDzIp,196240,Flatland Boogie,2000-01-01 00:00:00 UTC,"Hi-Style Enterprises, Inc.",1,08kJRfomfkYlgjnlPSr5aE,3SQLfVTpkQNXKRueLBRDcs,196.24
Hit That Jive Jack,2mLc4BnrYK6Ra8Ta0isKT2,193453,Flatland Boogie,2000-01-01 00:00:00 UTC,"Hi-Style Enterprises, Inc.",1,08kJRfomfkYlgjnlPSr5aE,3SQLfVTpkQNXKRueLBRDcs,193.453
My Mumblin' Baby,6Oc6deCdN3voyQne4bqoAR,178680,Flatland Boogie,2000-01-01 00:00:00 UTC,"Hi-Style Enterprises, Inc.",1,08kJRfomfkYlgjnlPSr5aE,3SQLfVTpkQNXKRueLBRDcs,178.68
"Sad, Sad Day",6GN23MJV1enmQXHIF9BtjK,321280,Abc Blues,1998-01-01 00:00:00 UTC,WOLF RECORDS,2,0nk3Cat6y8zGdlT49hZHv9,6MdxrzmfMzur0FSTVIYmd6,321.28
Louise,2CaA28Jo9x5PFF85QItN1C,244453,Abc Blues,1998-01-01 00:00:00 UTC,WOLF RECORDS,2,0nk3Cat6y8zGdlT49hZHv9,6MdxrzmfMzur0FSTVIYmd6,244.453
What It Does?,4hdN7zMb5QbWDTQ6cPOIdd,200200,School Of Hard Knoccs,2017-11-25 00:00:00 UTC,Burn One,1,0oyiETArVzBc7l4P7qekwW,60ALneRGgEDeljsRzxPr2W,200.2
Not Fair (Open Chorus),0CSexlCEoSDtjejy1wiMcW,200973,School Of Hard Knoccs,2017-11-25 00:00:00 UTC,Burn One,1,0oyiETArVzBc7l4P7qekwW,60ALneRGgEDeljsRzxPr2W,200.973
Rasta (Shady Nate),6jeTFZK884VdCfsoWr4E7C,291280,School Of Hard Knoccs,2017-11-25 00:00:00 UTC,Burn One,1,0oyiETArVzBc7l4P7qekwW,60ALneRGgEDeljsRzxPr2W,291.28
Home Alone,4SqioQiWBY6cYuJ72XcpVn,240448,School Of Hard Knoccs,2017-11-25 00:00:00 UTC,Burn One,1,0oyiETArVzBc7l4P7qekwW,60ALneRGgEDeljsRzxPr2W,240.448
N.C. Movements (Hollow Tip & C-Lim),4AAmMQ3Wv0ErsimIH7eypG,243853,School Of Hard Knoccs,2017-11-25 00:00:00 UTC,Burn One,1,0oyiETArVzBc7l4P7qekwW,60ALneRGgEDeljsRzxPr2W,243.853
Intersections,6YPdYqN8X96hqBCNE6bjtD,267586,13 (The Most Unreliable Music Since 1999),2013-01-13 00:00:00 UTC,Iglectic,2,18mAACMrsqA5vTwqvD4SXY,5VNvN4wnuaUAUEo0I5Yz5z,267.586
Unconditional Lucifer,32pp329aVeA02PsSiQRCvy,279586,13 (The Most Unreliable Music Since 1999),2013-01-13 00:00:00 UTC,Iglectic,2,18mAACMrsqA5vTwqvD4SXY,5VNvN4wnuaUAUEo0I5Yz5z,279.586
Tango Jalousie,159us899EKFeoYsDqrbSjp,232560,"Flatbusch, Sinai Hora...",1996-01-01 00:00:00 UTC,VDE-GALLO,1,1tjh84wLnAYtDsAJ9vZjS0,4AGkWKpn6nNPAtHanITZ6z,232.56
No Pasa Naa,7M2aUatfYvgrcBPAqpJ4Gi,199436,Ruido School Dembow,2020-07-30 00:00:00 UTC,Ruido School Oficial,3,2MBRAgvECqgIJX8Qu6yoQZ,70am7D06qPM9t7X8MuuI0C,199.436
Dark Moon,5zxwEasIkcULNq6n0WXGAw,331968,Trip To Abyss,2018-10-26 00:00:00 UTC,Loud Soul Disease,0,2SGiLkOL8oINoD5uvmE1dn,2Ee5sSVn4tGZzO5RpkZ8N8,331.968
You Got,6xqP06kT7bRIdgcI2NwE6y,192280,Curse Of Work,2012-09-11 00:00:00 UTC,Impossible Odds Records,4,2kFqqSXS0ESUT9RnASGGay,4z24FoAt0F5Cy1XnhRA7TV,192.28
Shake It (Party Break),4FDkoxxL5GfOKk1P0fgp1o,172000,Save Your Soul,2020-03-06 00:00:00 UTC,Absinth Beats,0,2uzmgCppKd1HcWAGuIk4TH,0b2Pn4KIEhy4x1wOH2hOi8,172.0
I'M Alright,0tfxAbDizVX0dmNaF2R9W1,193000,Save Your Soul,2020-03-06 00:00:00 UTC,Absinth Beats,0,2uzmgCppKd1HcWAGuIk4TH,0b2Pn4KIEhy4x1wOH2hOi8,193.0
In Between Rivers,7zF9rnhbRw43HDUh3ynPAX,363026,Psycho Scout,2006-08-15 00:00:00 UTC,Crammed Discs,1,3t7TysGS1PGQFUfToqtZ5c,5VNvN4wnuaUAUEo0I5Yz5z,363.026
Snaggletooth,50InERUMGCz0PMt9Vwd8zt,379746,Psycho Scout,2006-08-15 00:00:00 UTC,Crammed Discs,1,3t7TysGS1PGQFUfToqtZ5c,5VNvN4wnuaUAUEo0I5Yz5z,379.746
Hilton'S Heaven,3OF8YOtPf7YJ8J5NtaQdZS,386133,Psycho Scout,2006-08-15 00:00:00 UTC,Crammed Discs,1,3t7TysGS1PGQFUfToqtZ5c,5VNvN4wnuaUAUEo0I5Yz5z,386.133
